식별자,기관명,기관유형,관할지원청,학교급,주소,위도,경도,사용자정의_메모
qa-pregeo-692,QA 사전좌표 692 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 692,37.424480,126.529660,synthetic-pregeocoded-west-direct-agency
qa-pregeo-693,QA 사전좌표 693 library,library,unassigned,,인천광역시 QA구 사전좌표로 693,37.428580,126.534860,synthetic-pregeocoded-unassigned-library
qa-pregeo-694,QA 사전좌표 694 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 694,37.432680,126.540060,synthetic-pregeocoded-main-experience-site
qa-pregeo-695,QA 사전좌표 695 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 695,37.436780,126.545260,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-696,QA 사전좌표 696 imported,imported,south,,인천광역시 QA구 사전좌표로 696,37.440880,126.550460,synthetic-pregeocoded-south-imported
qa-pregeo-697,QA 사전좌표 697 school,school,north,유치원,인천광역시 QA구 사전좌표로 697,37.444980,126.555660,synthetic-pregeocoded-north-school
qa-pregeo-698,QA 사전좌표 698 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 698,37.449080,126.560860,synthetic-pregeocoded-east-headquarters
qa-pregeo-699,QA 사전좌표 699 support-office,support-office,west,,인천광역시 QA구 사전좌표로 699,37.453180,126.566060,synthetic-pregeocoded-west-support-office
qa-pregeo-700,QA 사전좌표 700 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 700,37.457280,126.571260,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-701,QA 사전좌표 701 library,library,main,,인천광역시 QA구 사전좌표로 701,37.461380,126.576460,synthetic-pregeocoded-main-library
qa-pregeo-702,QA 사전좌표 702 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 702,37.465480,126.581660,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-703,QA 사전좌표 703 partner,partner,south,,인천광역시 QA구 사전좌표로 703,37.469580,126.586860,synthetic-pregeocoded-south-partner
qa-pregeo-704,QA 사전좌표 704 imported,imported,north,,인천광역시 QA구 사전좌표로 704,37.322090,126.592060,synthetic-pregeocoded-north-imported
qa-pregeo-705,QA 사전좌표 705 school,school,east,중학교,인천광역시 QA구 사전좌표로 705,37.326190,126.597260,synthetic-pregeocoded-east-school
qa-pregeo-706,QA 사전좌표 706 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 706,37.330290,126.602460,synthetic-pregeocoded-west-headquarters
qa-pregeo-707,QA 사전좌표 707 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 707,37.334390,126.607660,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-708,QA 사전좌표 708 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 708,37.338490,126.612860,synthetic-pregeocoded-main-direct-agency
qa-pregeo-709,QA 사전좌표 709 library,library,ganghwa,,인천광역시 QA구 사전좌표로 709,37.342590,126.618060,synthetic-pregeocoded-ganghwa-library
qa-pregeo-710,QA 사전좌표 710 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 710,37.346690,126.623260,synthetic-pregeocoded-south-experience-site
qa-pregeo-711,QA 사전좌표 711 partner,partner,north,,인천광역시 QA구 사전좌표로 711,37.350790,126.628460,synthetic-pregeocoded-north-partner
qa-pregeo-712,QA 사전좌표 712 imported,imported,east,,인천광역시 QA구 사전좌표로 712,37.354890,126.633660,synthetic-pregeocoded-east-imported
qa-pregeo-713,QA 사전좌표 713 school,school,west,특수학교,인천광역시 QA구 사전좌표로 713,37.358990,126.638860,synthetic-pregeocoded-west-school
qa-pregeo-714,QA 사전좌표 714 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 714,37.363090,126.482990,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-715,QA 사전좌표 715 support-office,support-office,main,,인천광역시 QA구 사전좌표로 715,37.367190,126.488190,synthetic-pregeocoded-main-support-office
qa-pregeo-716,QA 사전좌표 716 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 716,37.371290,126.493390,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-717,QA 사전좌표 717 library,library,south,,인천광역시 QA구 사전좌표로 717,37.375390,126.498590,synthetic-pregeocoded-south-library
qa-pregeo-718,QA 사전좌표 718 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 718,37.379490,126.503790,synthetic-pregeocoded-north-experience-site
qa-pregeo-719,QA 사전좌표 719 partner,partner,east,,인천광역시 QA구 사전좌표로 719,37.383590,126.508990,synthetic-pregeocoded-east-partner
qa-pregeo-720,QA 사전좌표 720 imported,imported,west,,인천광역시 QA구 사전좌표로 720,37.387690,126.514190,synthetic-pregeocoded-west-imported
qa-pregeo-721,QA 사전좌표 721 school,school,unassigned,유치원,인천광역시 QA구 사전좌표로 721,37.391790,126.519390,synthetic-pregeocoded-unassigned-school
qa-pregeo-722,QA 사전좌표 722 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 722,37.395890,126.524590,synthetic-pregeocoded-main-headquarters
qa-pregeo-723,QA 사전좌표 723 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 723,37.399990,126.529790,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-724,QA 사전좌표 724 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 724,37.404090,126.534990,synthetic-pregeocoded-south-direct-agency
qa-pregeo-725,QA 사전좌표 725 library,library,north,,인천광역시 QA구 사전좌표로 725,37.408190,126.540190,synthetic-pregeocoded-north-library
qa-pregeo-726,QA 사전좌표 726 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 726,37.412290,126.545390,synthetic-pregeocoded-east-experience-site
qa-pregeo-727,QA 사전좌표 727 partner,partner,west,,인천광역시 QA구 사전좌표로 727,37.416390,126.550590,synthetic-pregeocoded-west-partner
qa-pregeo-728,QA 사전좌표 728 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 728,37.420490,126.555790,synthetic-pregeocoded-unassigned-imported
qa-pregeo-729,QA 사전좌표 729 school,school,main,중학교,인천광역시 QA구 사전좌표로 729,37.424590,126.560990,synthetic-pregeocoded-main-school
qa-pregeo-730,QA 사전좌표 730 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 730,37.428690,126.566190,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-731,QA 사전좌표 731 support-office,support-office,south,,인천광역시 QA구 사전좌표로 731,37.432790,126.571390,synthetic-pregeocoded-south-support-office
qa-pregeo-732,QA 사전좌표 732 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 732,37.436890,126.576590,synthetic-pregeocoded-north-direct-agency
qa-pregeo-733,QA 사전좌표 733 library,library,east,,인천광역시 QA구 사전좌표로 733,37.440990,126.581790,synthetic-pregeocoded-east-library
qa-pregeo-734,QA 사전좌표 734 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 734,37.445090,126.586990,synthetic-pregeocoded-west-experience-site
qa-pregeo-735,QA 사전좌표 735 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 735,37.449190,126.592190,synthetic-pregeocoded-unassigned-partner
qa-pregeo-736,QA 사전좌표 736 imported,imported,main,,인천광역시 QA구 사전좌표로 736,37.453290,126.597390,synthetic-pregeocoded-main-imported
qa-pregeo-737,QA 사전좌표 737 school,school,ganghwa,특수학교,인천광역시 QA구 사전좌표로 737,37.457390,126.602590,synthetic-pregeocoded-ganghwa-school
qa-pregeo-738,QA 사전좌표 738 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 738,37.461490,126.607790,synthetic-pregeocoded-south-headquarters
qa-pregeo-739,QA 사전좌표 739 support-office,support-office,north,,인천광역시 QA구 사전좌표로 739,37.465590,126.612990,synthetic-pregeocoded-north-support-office
qa-pregeo-740,QA 사전좌표 740 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 740,37.469690,126.618190,synthetic-pregeocoded-east-direct-agency
qa-pregeo-741,QA 사전좌표 741 library,library,west,,인천광역시 QA구 사전좌표로 741,37.322200,126.623390,synthetic-pregeocoded-west-library
qa-pregeo-742,QA 사전좌표 742 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 742,37.326300,126.628590,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-743,QA 사전좌표 743 partner,partner,main,,인천광역시 QA구 사전좌표로 743,37.330400,126.633790,synthetic-pregeocoded-main-partner
qa-pregeo-744,QA 사전좌표 744 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 744,37.334500,126.638990,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-745,QA 사전좌표 745 school,school,south,유치원,인천광역시 QA구 사전좌표로 745,37.338600,126.483120,synthetic-pregeocoded-south-school
qa-pregeo-746,QA 사전좌표 746 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 746,37.342700,126.488320,synthetic-pregeocoded-north-headquarters
qa-pregeo-747,QA 사전좌표 747 support-office,support-office,east,,인천광역시 QA구 사전좌표로 747,37.346800,126.493520,synthetic-pregeocoded-east-support-office
qa-pregeo-748,QA 사전좌표 748 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 748,37.350900,126.498720,synthetic-pregeocoded-west-direct-agency
qa-pregeo-749,QA 사전좌표 749 library,library,unassigned,,인천광역시 QA구 사전좌표로 749,37.355000,126.503920,synthetic-pregeocoded-unassigned-library
qa-pregeo-750,QA 사전좌표 750 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 750,37.359100,126.509120,synthetic-pregeocoded-main-experience-site
qa-pregeo-751,QA 사전좌표 751 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 751,37.363200,126.514320,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-752,QA 사전좌표 752 imported,imported,south,,인천광역시 QA구 사전좌표로 752,37.367300,126.519520,synthetic-pregeocoded-south-imported
qa-pregeo-753,QA 사전좌표 753 school,school,north,중학교,인천광역시 QA구 사전좌표로 753,37.371400,126.524720,synthetic-pregeocoded-north-school
qa-pregeo-754,QA 사전좌표 754 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 754,37.375500,126.529920,synthetic-pregeocoded-east-headquarters
qa-pregeo-755,QA 사전좌표 755 support-office,support-office,west,,인천광역시 QA구 사전좌표로 755,37.379600,126.535120,synthetic-pregeocoded-west-support-office
qa-pregeo-756,QA 사전좌표 756 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 756,37.383700,126.540320,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-757,QA 사전좌표 757 library,library,main,,인천광역시 QA구 사전좌표로 757,37.387800,126.545520,synthetic-pregeocoded-main-library
qa-pregeo-758,QA 사전좌표 758 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 758,37.391900,126.550720,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-759,QA 사전좌표 759 partner,partner,south,,인천광역시 QA구 사전좌표로 759,37.396000,126.555920,synthetic-pregeocoded-south-partner
qa-pregeo-760,QA 사전좌표 760 imported,imported,north,,인천광역시 QA구 사전좌표로 760,37.400100,126.561120,synthetic-pregeocoded-north-imported
qa-pregeo-761,QA 사전좌표 761 school,school,east,특수학교,인천광역시 QA구 사전좌표로 761,37.404200,126.566320,synthetic-pregeocoded-east-school
qa-pregeo-762,QA 사전좌표 762 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 762,37.408300,126.571520,synthetic-pregeocoded-west-headquarters
qa-pregeo-763,QA 사전좌표 763 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 763,37.412400,126.576720,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-764,QA 사전좌표 764 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 764,37.416500,126.581920,synthetic-pregeocoded-main-direct-agency
qa-pregeo-765,QA 사전좌표 765 library,library,ganghwa,,인천광역시 QA구 사전좌표로 765,37.420600,126.587120,synthetic-pregeocoded-ganghwa-library
qa-pregeo-766,QA 사전좌표 766 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 766,37.424700,126.592320,synthetic-pregeocoded-south-experience-site
qa-pregeo-767,QA 사전좌표 767 partner,partner,north,,인천광역시 QA구 사전좌표로 767,37.428800,126.597520,synthetic-pregeocoded-north-partner
qa-pregeo-768,QA 사전좌표 768 imported,imported,east,,인천광역시 QA구 사전좌표로 768,37.432900,126.602720,synthetic-pregeocoded-east-imported
qa-pregeo-769,QA 사전좌표 769 school,school,west,유치원,인천광역시 QA구 사전좌표로 769,37.437000,126.607920,synthetic-pregeocoded-west-school
qa-pregeo-770,QA 사전좌표 770 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 770,37.441100,126.613120,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-771,QA 사전좌표 771 support-office,support-office,main,,인천광역시 QA구 사전좌표로 771,37.445200,126.618320,synthetic-pregeocoded-main-support-office
qa-pregeo-772,QA 사전좌표 772 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 772,37.449300,126.623520,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-773,QA 사전좌표 773 library,library,south,,인천광역시 QA구 사전좌표로 773,37.453400,126.628720,synthetic-pregeocoded-south-library
qa-pregeo-774,QA 사전좌표 774 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 774,37.457500,126.633920,synthetic-pregeocoded-north-experience-site
qa-pregeo-775,QA 사전좌표 775 partner,partner,east,,인천광역시 QA구 사전좌표로 775,37.461600,126.639120,synthetic-pregeocoded-east-partner
qa-pregeo-776,QA 사전좌표 776 imported,imported,west,,인천광역시 QA구 사전좌표로 776,37.465700,126.483250,synthetic-pregeocoded-west-imported
qa-pregeo-777,QA 사전좌표 777 school,school,unassigned,중학교,인천광역시 QA구 사전좌표로 777,37.469800,126.488450,synthetic-pregeocoded-unassigned-school
qa-pregeo-778,QA 사전좌표 778 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 778,37.322310,126.493650,synthetic-pregeocoded-main-headquarters
qa-pregeo-779,QA 사전좌표 779 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 779,37.326410,126.498850,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-780,QA 사전좌표 780 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 780,37.330510,126.504050,synthetic-pregeocoded-south-direct-agency
qa-pregeo-781,QA 사전좌표 781 library,library,north,,인천광역시 QA구 사전좌표로 781,37.334610,126.509250,synthetic-pregeocoded-north-library
qa-pregeo-782,QA 사전좌표 782 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 782,37.338710,126.514450,synthetic-pregeocoded-east-experience-site
qa-pregeo-783,QA 사전좌표 783 partner,partner,west,,인천광역시 QA구 사전좌표로 783,37.342810,126.519650,synthetic-pregeocoded-west-partner
qa-pregeo-784,QA 사전좌표 784 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 784,37.346910,126.524850,synthetic-pregeocoded-unassigned-imported
qa-pregeo-785,QA 사전좌표 785 school,school,main,특수학교,인천광역시 QA구 사전좌표로 785,37.351010,126.530050,synthetic-pregeocoded-main-school
qa-pregeo-786,QA 사전좌표 786 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 786,37.355110,126.535250,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-787,QA 사전좌표 787 support-office,support-office,south,,인천광역시 QA구 사전좌표로 787,37.359210,126.540450,synthetic-pregeocoded-south-support-office
qa-pregeo-788,QA 사전좌표 788 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 788,37.363310,126.545650,synthetic-pregeocoded-north-direct-agency
qa-pregeo-789,QA 사전좌표 789 library,library,east,,인천광역시 QA구 사전좌표로 789,37.367410,126.550850,synthetic-pregeocoded-east-library
qa-pregeo-790,QA 사전좌표 790 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 790,37.371510,126.556050,synthetic-pregeocoded-west-experience-site
qa-pregeo-791,QA 사전좌표 791 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 791,37.375610,126.561250,synthetic-pregeocoded-unassigned-partner
qa-pregeo-792,QA 사전좌표 792 imported,imported,main,,인천광역시 QA구 사전좌표로 792,37.379710,126.566450,synthetic-pregeocoded-main-imported
qa-pregeo-793,QA 사전좌표 793 school,school,ganghwa,유치원,인천광역시 QA구 사전좌표로 793,37.383810,126.571650,synthetic-pregeocoded-ganghwa-school
qa-pregeo-794,QA 사전좌표 794 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 794,37.387910,126.576850,synthetic-pregeocoded-south-headquarters
qa-pregeo-795,QA 사전좌표 795 support-office,support-office,north,,인천광역시 QA구 사전좌표로 795,37.392010,126.582050,synthetic-pregeocoded-north-support-office
qa-pregeo-796,QA 사전좌표 796 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 796,37.396110,126.587250,synthetic-pregeocoded-east-direct-agency
qa-pregeo-797,QA 사전좌표 797 library,library,west,,인천광역시 QA구 사전좌표로 797,37.400210,126.592450,synthetic-pregeocoded-west-library
qa-pregeo-798,QA 사전좌표 798 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 798,37.404310,126.597650,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-799,QA 사전좌표 799 partner,partner,main,,인천광역시 QA구 사전좌표로 799,37.408410,126.602850,synthetic-pregeocoded-main-partner
qa-pregeo-800,QA 사전좌표 800 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 800,37.412510,126.608050,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-801,QA 사전좌표 801 school,school,south,중학교,인천광역시 QA구 사전좌표로 801,37.416610,126.613250,synthetic-pregeocoded-south-school
qa-pregeo-802,QA 사전좌표 802 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 802,37.420710,126.618450,synthetic-pregeocoded-north-headquarters
qa-pregeo-803,QA 사전좌표 803 support-office,support-office,east,,인천광역시 QA구 사전좌표로 803,37.424810,126.623650,synthetic-pregeocoded-east-support-office
qa-pregeo-804,QA 사전좌표 804 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 804,37.428910,126.628850,synthetic-pregeocoded-west-direct-agency
qa-pregeo-805,QA 사전좌표 805 library,library,unassigned,,인천광역시 QA구 사전좌표로 805,37.433010,126.634050,synthetic-pregeocoded-unassigned-library
qa-pregeo-806,QA 사전좌표 806 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 806,37.437110,126.639250,synthetic-pregeocoded-main-experience-site
qa-pregeo-807,QA 사전좌표 807 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 807,37.441210,126.483380,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-808,QA 사전좌표 808 imported,imported,south,,인천광역시 QA구 사전좌표로 808,37.445310,126.488580,synthetic-pregeocoded-south-imported
qa-pregeo-809,QA 사전좌표 809 school,school,north,특수학교,인천광역시 QA구 사전좌표로 809,37.449410,126.493780,synthetic-pregeocoded-north-school
qa-pregeo-810,QA 사전좌표 810 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 810,37.453510,126.498980,synthetic-pregeocoded-east-headquarters
qa-pregeo-811,QA 사전좌표 811 support-office,support-office,west,,인천광역시 QA구 사전좌표로 811,37.457610,126.504180,synthetic-pregeocoded-west-support-office
qa-pregeo-812,QA 사전좌표 812 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 812,37.461710,126.509380,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-813,QA 사전좌표 813 library,library,main,,인천광역시 QA구 사전좌표로 813,37.465810,126.514580,synthetic-pregeocoded-main-library
qa-pregeo-814,QA 사전좌표 814 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 814,37.469910,126.519780,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-815,QA 사전좌표 815 partner,partner,south,,인천광역시 QA구 사전좌표로 815,37.322420,126.524980,synthetic-pregeocoded-south-partner
qa-pregeo-816,QA 사전좌표 816 imported,imported,north,,인천광역시 QA구 사전좌표로 816,37.326520,126.530180,synthetic-pregeocoded-north-imported
qa-pregeo-817,QA 사전좌표 817 school,school,east,유치원,인천광역시 QA구 사전좌표로 817,37.330620,126.535380,synthetic-pregeocoded-east-school
qa-pregeo-818,QA 사전좌표 818 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 818,37.334720,126.540580,synthetic-pregeocoded-west-headquarters
qa-pregeo-819,QA 사전좌표 819 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 819,37.338820,126.545780,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-820,QA 사전좌표 820 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 820,37.342920,126.550980,synthetic-pregeocoded-main-direct-agency
qa-pregeo-821,QA 사전좌표 821 library,library,ganghwa,,인천광역시 QA구 사전좌표로 821,37.347020,126.556180,synthetic-pregeocoded-ganghwa-library
qa-pregeo-822,QA 사전좌표 822 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 822,37.351120,126.561380,synthetic-pregeocoded-south-experience-site
qa-pregeo-823,QA 사전좌표 823 partner,partner,north,,인천광역시 QA구 사전좌표로 823,37.355220,126.566580,synthetic-pregeocoded-north-partner
qa-pregeo-824,QA 사전좌표 824 imported,imported,east,,인천광역시 QA구 사전좌표로 824,37.359320,126.571780,synthetic-pregeocoded-east-imported
qa-pregeo-825,QA 사전좌표 825 school,school,west,중학교,인천광역시 QA구 사전좌표로 825,37.363420,126.576980,synthetic-pregeocoded-west-school
qa-pregeo-826,QA 사전좌표 826 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 826,37.367520,126.582180,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-827,QA 사전좌표 827 support-office,support-office,main,,인천광역시 QA구 사전좌표로 827,37.371620,126.587380,synthetic-pregeocoded-main-support-office
qa-pregeo-828,QA 사전좌표 828 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 828,37.375720,126.592580,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-829,QA 사전좌표 829 library,library,south,,인천광역시 QA구 사전좌표로 829,37.379820,126.597780,synthetic-pregeocoded-south-library
qa-pregeo-830,QA 사전좌표 830 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 830,37.383920,126.602980,synthetic-pregeocoded-north-experience-site
qa-pregeo-831,QA 사전좌표 831 partner,partner,east,,인천광역시 QA구 사전좌표로 831,37.388020,126.608180,synthetic-pregeocoded-east-partner
qa-pregeo-832,QA 사전좌표 832 imported,imported,west,,인천광역시 QA구 사전좌표로 832,37.392120,126.613380,synthetic-pregeocoded-west-imported
qa-pregeo-833,QA 사전좌표 833 school,school,unassigned,특수학교,인천광역시 QA구 사전좌표로 833,37.396220,126.618580,synthetic-pregeocoded-unassigned-school
qa-pregeo-834,QA 사전좌표 834 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 834,37.400320,126.623780,synthetic-pregeocoded-main-headquarters
qa-pregeo-835,QA 사전좌표 835 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 835,37.404420,126.628980,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-836,QA 사전좌표 836 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 836,37.408520,126.634180,synthetic-pregeocoded-south-direct-agency
qa-pregeo-837,QA 사전좌표 837 library,library,north,,인천광역시 QA구 사전좌표로 837,37.412620,126.639380,synthetic-pregeocoded-north-library
qa-pregeo-838,QA 사전좌표 838 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 838,37.416720,126.483510,synthetic-pregeocoded-east-experience-site
qa-pregeo-839,QA 사전좌표 839 partner,partner,west,,인천광역시 QA구 사전좌표로 839,37.420820,126.488710,synthetic-pregeocoded-west-partner
qa-pregeo-840,QA 사전좌표 840 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 840,37.424920,126.493910,synthetic-pregeocoded-unassigned-imported
qa-pregeo-841,QA 사전좌표 841 school,school,main,유치원,인천광역시 QA구 사전좌표로 841,37.429020,126.499110,synthetic-pregeocoded-main-school
qa-pregeo-842,QA 사전좌표 842 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 842,37.433120,126.504310,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-843,QA 사전좌표 843 support-office,support-office,south,,인천광역시 QA구 사전좌표로 843,37.437220,126.509510,synthetic-pregeocoded-south-support-office
qa-pregeo-844,QA 사전좌표 844 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 844,37.441320,126.514710,synthetic-pregeocoded-north-direct-agency
qa-pregeo-845,QA 사전좌표 845 library,library,east,,인천광역시 QA구 사전좌표로 845,37.445420,126.519910,synthetic-pregeocoded-east-library
qa-pregeo-846,QA 사전좌표 846 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 846,37.449520,126.525110,synthetic-pregeocoded-west-experience-site
qa-pregeo-847,QA 사전좌표 847 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 847,37.453620,126.530310,synthetic-pregeocoded-unassigned-partner
qa-pregeo-848,QA 사전좌표 848 imported,imported,main,,인천광역시 QA구 사전좌표로 848,37.457720,126.535510,synthetic-pregeocoded-main-imported
qa-pregeo-849,QA 사전좌표 849 school,school,ganghwa,중학교,인천광역시 QA구 사전좌표로 849,37.461820,126.540710,synthetic-pregeocoded-ganghwa-school
qa-pregeo-850,QA 사전좌표 850 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 850,37.465920,126.545910,synthetic-pregeocoded-south-headquarters
qa-pregeo-851,QA 사전좌표 851 support-office,support-office,north,,인천광역시 QA구 사전좌표로 851,37.470020,126.551110,synthetic-pregeocoded-north-support-office
qa-pregeo-852,QA 사전좌표 852 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 852,37.322530,126.556310,synthetic-pregeocoded-east-direct-agency
qa-pregeo-853,QA 사전좌표 853 library,library,west,,인천광역시 QA구 사전좌표로 853,37.326630,126.561510,synthetic-pregeocoded-west-library
qa-pregeo-854,QA 사전좌표 854 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 854,37.330730,126.566710,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-855,QA 사전좌표 855 partner,partner,main,,인천광역시 QA구 사전좌표로 855,37.334830,126.571910,synthetic-pregeocoded-main-partner
qa-pregeo-856,QA 사전좌표 856 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 856,37.338930,126.577110,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-857,QA 사전좌표 857 school,school,south,특수학교,인천광역시 QA구 사전좌표로 857,37.343030,126.582310,synthetic-pregeocoded-south-school
qa-pregeo-858,QA 사전좌표 858 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 858,37.347130,126.587510,synthetic-pregeocoded-north-headquarters
qa-pregeo-859,QA 사전좌표 859 support-office,support-office,east,,인천광역시 QA구 사전좌표로 859,37.351230,126.592710,synthetic-pregeocoded-east-support-office
qa-pregeo-860,QA 사전좌표 860 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 860,37.355330,126.597910,synthetic-pregeocoded-west-direct-agency
qa-pregeo-861,QA 사전좌표 861 library,library,unassigned,,인천광역시 QA구 사전좌표로 861,37.359430,126.603110,synthetic-pregeocoded-unassigned-library
qa-pregeo-862,QA 사전좌표 862 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 862,37.363530,126.608310,synthetic-pregeocoded-main-experience-site
qa-pregeo-863,QA 사전좌표 863 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 863,37.367630,126.613510,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-864,QA 사전좌표 864 imported,imported,south,,인천광역시 QA구 사전좌표로 864,37.371730,126.618710,synthetic-pregeocoded-south-imported
